TRAVELER_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,CONSUME_HIS_SEQ,CONSUME_HIS_SNO,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD,PAYMENT_DT_HOUR,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION
h003567,2308190006,2,0,0,3,2,2530301642.0,야시장맛통령,제주특별자치도 제주시 관덕로14길 16,제주특별자치도 제주시 이도일동 1434,4847160.0,5011010300.0,2023-08,1,10000.0,,,21,충청북도,제주
h003579,2308200005,2,15,15,1,2,8169900748.0,동경식육점,제주특별자치도 제주시 관덕로14길 10,제주특별자치도 제주시 이도일동 1349-5,4847160.0,5011010300.0,2023-08,1,10000.0,,,15,부산광역시,제주
h003579,2308200005,2,17,17,1,2,3838701545.0,야시장이동식판매대(9호),제주특별자치도 제주시 중앙로13길 16-12,제주특별자치도 제주시 이도일동 1329-6,4848761.0,5011010300.0,2023-08,1,8000.0,,,15,부산광역시,제주
h003637,2308270005,2,0,0,1,2,7804600254.0,네거리올레,제주특별자치도 서귀포시 중정로73번길 13,제주특별자치도 서귀포시 서귀동 275-37,4850838.0,5013010100.0,2023-08,1,10000.0,,,19,서울특별시,제주
h003742,2308310012,1,0,0,1,1,4179440908.0,우리수산,제주특별자치도 제주시 동문로2길 10,제주특별자치도 제주시 일도일동 1480-3,4847600.0,5011010100.0,2023-08,1,20000.0,,,20,대구광역시,제주
h003744,2308230002,1,0,0,1,2,6710501989.0,성산일출상회,제주특별자치도 서귀포시 성산읍 일출로 284-11,제주특별자치도 서귀포시 성산읍 성산리 113-1,3350244.0,5013025921.0,2023-08,1,3000.0,,,08,서울특별시,제주
h003867,2308180005,1,0,0,1,2,7512400050.0,제주김만복본점,제주특별자치도 제주시 오라로 41,제주특별자치도 제주시 오라삼동 2250-1,3349146.0,5011012100.0,2023-08,1,20000.0,만복이네김밥;김만복고사리라면;제로콜라,,13,경기도,제주
h003895,2309050001,1,0,0,1,1,6162822443.0,가람돌솥밥,제주특별자치도 서귀포시 중문관광로 332,제주특별자치도 서귀포시 대포동 747-3,3350251.0,5013011400.0,2023-09,1,18000.0,,,12,경기도,제주
h003906,2308280005,1,0,0,4,2,1110665552.0,거북이한과중앙점,제주특별자치도 서귀포시 중앙로48번길 9,제주특별자치도 서귀포시 서귀동 291-6,4850825.0,5013010100.0,2023-08,1,20000.0,개성모약과(11p),,18,부산광역시,제주
h003978,2308240004,1,0,0,1,3,2548501938.0,라봉상회,제주특별자치도 서귀포시 쇠소깍로 100,제주특별자치도 서귀포시 하효동 989,3350171.0,5013010800.0,2023-08,1,4500.0,젤라또(초코) ,,15,충청남도,제주
h004101,2308280001,1,0,0,1,2,6163053221.0,국수냐국밥이냐,제주특별자치도 서귀포시 김정문화로 39,제주특별자치도 서귀포시 법환동 747-2,3350025.0,5013010200.0,2023-08,1,18000.0,,,08,서울특별시,제주
h004101,2308300007,1,0,0,1,2,2740601524.0,삼무국수 2호점,제주특별자치도 서귀포시 성산읍 고성오조로 74,제주특별자치도 서귀포시 성산읍 고성리 308-2,3350018.0,5013025924.0,2023-08,1,18000.0,고기국수;고기비빔국수,,19,서울특별시,제주
h004133,2308310002,1,0,0,1,2,7520900685.0,국수마씸,제주특별자치도 제주시 관덕로2길 24,제주특별자치도 제주시 삼도이동 830-14,4847163.0,5011010600.0,2023-08,1,20000.0,고사리 육개장;음료,,12,서울특별시,제주
h004184,2308220009,2,0,0,1,2,4239201319.0,형제수산,제주특별자치도 서귀포시 중정로61번길 8,제주특별자치도 서귀포시 서귀동 275-9,4850836.0,5013010100.0,2023-08,1,8000.0,,,20,대전광역시,제주
h004211,2309010004,2,0,0,1,2,3907300436.0,세븐일레븐,제주특별자치도 제주시 구좌읍 일주동로 2592,제주특별자치도 제주시 구좌읍 행원리 1144,3349235.0,5011025627.0,2023-09,1,3300.0,이노엔)컨디션스틱그린애플,,18,광주광역시,제주
h004216,2308280004,1,0,0,1,2,3915200259.0,제주순풍해장국,제주특별자치도 제주시 조천읍 신북로 604,제주특별자치도 제주시 조천읍 함덕리 4144,3349112.0,5011025924.0,2023-08,1,20000.0,X 순풍;순풍,,14,서울특별시,제주
h004327,2308250002,3,1,1,1,2,4422400554.0,스쿠터이야기,제주특별자치도 제주시 애월읍 애원로 285-12,제주특별자치도 제주시 애월읍 상가리 1999-1,3349128.0,5011025331.0,2023-08,3,90000.0,탑승권,,11,경기도,제주
h004385,2308200005,1,1,1,3,2,3838701545.0,야시장이동식판매대,제주특별자치도 제주시 중앙로13길 16-12,제주특별자치도 제주시 이도일동 1329-6,4848761.0,5011010300.0,2023-08,1,8000.0,,,19,전라남도,제주
h004474,2308300004,2,0,0,1,2,2138152063.0,(주)아성다이소,제주특별자치도 서귀포시 일주서로 996,제주특별자치도 서귀포시 색달동 2081-1,3349236.0,5013011900.0,2023-08,1,5000.0,하니엘엠보싱물티슈30매(캡);3배고속 충전케이블8핀;러버덕밴드(표준형24매),,14,대구광역시,제주
h004474,2308300003,3,0,0,1,2,6168300017.0,천제연폭포,제주특별자치도 서귀포시 천제연로 132,제주특별자치도 서귀포시 중문동 2232,3350258.0,5013011200.0,2023-08,1,5000.0,입장권,,14,대구광역시,제주
h004636,2308270006,2,0,0,1,2,8850900684.0,해변퓨전 휴게소,제주특별자치도 제주시 한림읍 한림로 329-4,제주특별자치도 제주시 한림읍 협재리 2447-40,3349208.0,5011025031.0,2023-08,1,4000.0,,,15,충청북도,제주
h004739,2308280003,2,0,0,1,2,3941901264.0,탐라귤빛,제주특별자치도 제주시 동문로2길 11,제주특별자치도 제주시 일도일동 1481-3,4847600.0,5011010100.0,2023-08,1,15000.0,,,20,전라남도,제주
h004752,2308300007,1,0,0,1,2,2033674089.0,빽다방,제주특별자치도 서귀포시 중정로61번길 19,제주특별자치도 서귀포시 서귀동 291-8,4850836.0,5013010100.0,2023-08,1,3500.0,레몬티(iced),,13,경기도,제주
h004845,2308220009,1,0,0,1,5,2096092381.0,중문생선구이,제주특별자치도 서귀포시 중문관광로 323,제주특별자치도 서귀포시 중문동 2446-1,3350251.0,5013011200.0,2023-08,1,87000.0,모듬 대;솥밥;공기밥;음료수 ,,14,서울특별시,제주
h004860,2308220007,1,0,0,1,3,4179440908.0,우리수산,제주특별자치도 제주시 동문로2길 10,제주특별자치도 제주시 일도일동 1480-3,4847600.0,5011010100.0,2023-08,1,30000.0,,,19,경기도,제주
h004970,2308310002,1,0,0,1,1,6160280652.0,일호반식당,제주특별자치도 서귀포시 성산읍 고성오조로 87,제주특별자치도 서귀포시 성산읍 고성리 1194-1,3350018.0,5013025924.0,2023-08,3,10000.0,,,12,대구광역시,제주
h004970,2309010001,1,0,0,1,1,6190861258.0,고궁보말칼국수,제주특별자치도 서귀포시 성산읍 성산중앙로 54,제주특별자치도 서귀포시 성산읍 성산리 228-10,3350155.0,5013025921.0,2023-09,1,10000.0,보말죽,,11,대구광역시,제주
h005233,2308270003,1,0,0,1,2,5043020693.0,롯지먼트,제주특별자치도 제주시 구좌읍 김녕로1길 23,제주특별자치도 제주시 구좌읍 김녕리 3676,4847346.0,5011025634.0,2023-08,1,10000.0,아메리카노,,14,서울특별시,제주
h005233,2308270006,1,0,0,2,2,6161397620.0,진아떡집,제주특별자치도 제주시 동문로4길 7-1,제주특별자치도 제주시 일도일동 1141-3,4847601.0,5011010100.0,2023-08,1,7000.0,,,17,서울특별시,제주
h005264,2308310006,1,2,2,1,2,8280401647.0,시안,제주특별자치도 서귀포시 성산읍 일출로288번길 23,제주특별자치도 서귀포시 성산읍 성산리 298-19,4850750.0,5013025921.0,2023-08,1,27000.0,뼈등심돈까스;전복 게우볶음밥,,13,인천광역시,제주
h005267,2308290004,1,0,0,1,2,6162222155.0,현옥식당,제주특별자치도 제주시 서광로2길 35,제주특별자치도 제주시 오라일동 2445-2,4847895.0,5011011900.0,2023-08,1,20000.0,,,20,경기도,제주
h005366,2308300006,2,0,0,1,2,1522301691.0,아리곳간(제주본점),제주특별자치도 제주시 동문로4길 19-1,제주특별자치도 제주시 일도일동 1484-1,4847601.0,5011010100.0,2023-08,1,20000.0,,,19,충청북도,제주
h005433,2309070004,6,3,3,1,4,8828601915.0,오쉐어 주식회사,제주특별자치도 제주시 용문로 4,제주특별자치도 제주시 용담이동 1590-3,3349154.0,5011010900.0,2023-09,1,5000.0,,,14,인천광역시,제주
h005462,2308290005,1,0,0,1,2,6108169106.0,유니호텔제주 노을리카페,제주특별자치도 제주시 애월읍 애월해안로 656,제주특별자치도 제주시 애월읍 구엄리 1216,3349131.0,5011025324.0,2023-08,1,30000.0,아메리카노(I);한라봉에이드;현무암크림치즈;초코밀키 크로와상,,12,서울특별시,제주
h005462,2308300002,1,0,0,1,2,7291800940.0,도두어부의밥상,제주특별자치도 제주시 서해안로 181,제주특별자치도 제주시 도두일동 2584-1,3349093.0,5011012700.0,2023-08,1,30000.0,한치물회;한치회덮밥,,11,서울특별시,제주
h005746,2308310004,1,0,0,1,2,8278100461.0,주식회사 우진해장국,제주특별자치도 제주시 서사로 11,제주특별자치도 제주시 삼도이동 831,3349092.0,5011010600.0,2023-08,1,20000.0,육개장,,21,경기도,제주
h005841,2309100008,2,0,0,1,2,4179440908.0,우리수산,제주특별자치도 제주시 동문로2길 10,제주특별자치도 제주시 일도일동 1480-3,4847600.0,5011010100.0,2023-09,1,20000.0,,,21,광주광역시,제주
h006071,2309080006,1,0,0,1,1,6162795522.0,정듬,제주특별자치도 제주시 무근성7길 16,제주특별자치도 제주시 삼도이동 1069-2,4847674.0,5011010600.0,2023-09,3,10000.0,각재기국,,18,서울특별시,제주
h006071,2309070016,2,3,3,1,1,4179440908.0,우리수산,제주특별자치도 제주시 동문로2길 10,제주특별자치도 제주시 일도일동 1480-3,4847600.0,5011010100.0,2023-09,1,10000.0,전어회 ,,20,서울특별시,제주
h006222,2309120005,1,0,0,1,1,4405900244.0,달콤아재,제주특별자치도 제주시 우도면 우도해안길 810,제주특별자치도 제주시 우도면 연평리 1290-1,4848460.0,5011033021.0,2023-09,1,5500.0,한라봉아이스크림 ,,11,인천광역시,제주
h002449,2307300006,1,0,0,1,2,6162177707.0,올해도풍년,제주특별자치도 제주시 한림읍 한림로17길 7,제주특별자치도 제주시 한림읍 한림리 1314-66,4849001.0,5011025024.0,2023-07,1,20000.0,,,18,서울특별시,제주
h004331,2308210002,2,0,0,1,2,6496200439.0,고득고득,제주특별자치도 서귀포시 중앙로 189,제주특별자치도 서귀포시 서홍동 305-2,3350347.0,5013010600.0,2023-08,1,45000.0,,,12,전라북도,제주
h004331,2308200012,1,2,2,1,2,4542701130.0,올레강민,제주특별자치도 서귀포시 중정로61번길 5,제주특별자치도 서귀포시 서귀동 293-1,4850836.0,5013010100.0,2023-08,1,45000.0,생선회40;생선회5 ,,23,전라북도,제주
h000069,2305190001,1,0,0,1,2,2093520279.0,하효소머리국밥,제주특별자치도 서귀포시 효돈로 174,제주특별자치도 서귀포시 하효동 142-2,3350333.0,5013010800.0,2023-05,1,30000.0,소머리국밥,,09,서울특별시,제주
h000093,2305220003,1,0,0,1,3,5441701962.0,함덕연옥,제주특별자치도 제주시 조천읍 조함해안로 528,제주특별자치도 제주시 조천읍 함덕리 1004-29,3349182.0,5011025924.0,2023-05,1,30000.0,전복솥밥;제주흑돼지솥밥,,11,경기도,제주
h000103,2306080004,1,0,0,1,2,3270702052.0,위미,제주특별자치도 서귀포시 안덕면 신화역사로682번길 12,제주특별자치도 서귀포시 안덕면 동광리 5-34,4852236.0,5013031028.0,2023-06,1,15000.0,라떼;바닐라시럽;크림말차,,16,대전광역시,제주
h000105,2305270004,1,0,0,1,1,4928102680.0,(주)모던돔베제주노형본점,제주특별자치도 제주시 1100로 3029,제주특별자치도 제주시 노형동 253-3,3020003.0,5011012200.0,2023-05,1,30000.0,고기국수;비빔국수;사이다,,13,경기도,제주
h000105,2305270008,2,0,0,1,1,7265200800.0,제라헌 중앙점,제주특별자치도 제주시 동문로4길 24,제주특별자치도 제주시 일도일동 1481-4,4847601.0,5011010100.0,2023-05,1,30000.0,팥 오메기떡,,15,경기도,제주
h000107,2305210007,2,0,0,1,3,6072816684.0,제주벨미(동문시장점),제주특별자치도 제주시 오현길 78-2,제주특별자치도 제주시 이도일동 1427-2,4848350.0,5011010300.0,2023-05,1,30000.0,베지그랑;돌코롬;코소롱;마농,,18,강원도,제주
h000147,2306070006,1,0,0,1,2,6161478237.0,알동네집,제주특별자치도 제주시 한경면 연명로 545,제주특별자치도 제주시 한경면 저지리 3175-1,3020001.0,5011031030.0,2023-06,1,30000.0,짜투리고기;추가공기밥,,17,제주특별자치도,제주
h000171,2306080001,2,0,0,2,5,1102217305.0,태향제주특산물할인매장,제주특별자치도 제주시 동문로4길 24,제주특별자치도 제주시 일도일동 1481-4,4847601.0,5011010100.0,2023-06,1,60000.0,,,10,서울특별시,제주
h000172,2305270001,1,1,1,1,2,4591302030.0,제주돔베,제주특별자치도 제주시 연북로 840,제주특별자치도 제주시 화북이동 3184,3349136.0,5011011200.0,2023-05,1,33000.0,(추천)_돔베 세트 국수(돔베고기+고기국수+비빔국수,,11,경상남도,제주
h000176,2305280003,1,0,0,1,5,1485100565.0,상명식당,제주특별자치도 제주시 한림읍 상한로 4,제주특별자치도 제주시 한림읍 상명리 1015-1,3349088.0,5011025030.0,2023-05,1,40000.0,뷔폐,,12,서울특별시,제주
h000232,2305310003,1,0,0,2,3,3453600635.0,제주할망밥상,제주특별자치도 서귀포시 표선면 표선동서로 177-1,제주특별자치도 서귀포시 표선면 표선리 1010-5,3350285.0,5013032021.0,2023-05,1,30000.0,할망정식,,13,대전광역시,제주
h000256,2306020003,1,0,0,1,2,3344900616.0,올래정안회센타,제주특별자치도 서귀포시 이어도로 793,제주특별자치도 서귀포시 강정동 927-1,3350237.0,5013011600.0,2023-06,1,30000.0,광어,,19,경기도,제주
h000263,2305280005,2,1,1,3,3,3538701165.0,제라몽,제주특별자치도 서귀포시 중앙로48번길 19,제주특별자치도 서귀포시 서귀동 276-11,4850825.0,5013010100.0,2023-05,1,64000.0,(시트러스)혼디주;(자주)동백물티슈;(무궁)제주를 그리다 마그넷;JRC감귤뜨개모자마그넷;(전통주가)오메기술,,17,인천광역시,제주
h000304,2306010004,2,1,1,1,3,4972301217.0,산토,제주특별자치도 제주시 구좌읍 중산간동로 2266,제주특별자치도 제주시 구좌읍 송당리 1376-3,3349238.0,5011025625.0,2023-06,1,69000.0,정불리-반지-원석;직조-자수파우치-S;라마-볼펜,,17,인천광역시,제주
h000322,2305290005,2,0,0,1,2,6162206761.0,대구상회,제주특별자치도 제주시 동문로4길 12,제주특별자치도 제주시 일도일동 1144-12,4847601.0,5011010100.0,2023-05,1,20000.0,,,11,경기도,제주
h000322,2306020002,3,0,0,1,2,6168145193.0,우도해운(주),제주특별자치도 제주시 우도면 우도로 174,제주특별자치도 제주시 우도면 연평리 1401-3,3349158.0,5011033021.0,2023-06,1,20000.0,탑승권구입,,14,경기도,제주
h000324,2306070001,1,0,0,1,2,2041934201.0,훈이네해장국,제주특별자치도 제주시 한경면 두신로 69,제주특별자치도 제주시 한경면 신창리 327-2,3349060.0,5011031028.0,2023-06,1,20000.0,,,10,서울특별시,제주
h000329,2305310002,1,0,0,1,3,4731400243.0,참솔,제주특별자치도 제주시 애월읍 유수암평화5길 21,제주특별자치도 제주시 애월읍 유수암리 1042-7,4848586.0,5011025342.0,2023-05,1,50000.0,C세트,,12,강원도,제주
h000453,2306090002,1,0,0,1,4,1812901556.0,순대야,제주특별자치도 서귀포시 일주동로 8583,제주특별자치도 서귀포시 동홍동 647-4,3349235.0,5013010500.0,2023-06,1,30000.0,순대국밥;얼큰순대국밥;청국장정식,,11,세종특별자치시,제주
h000461,2306050001,1,0,0,1,2,7208101801.0,주식회사 제이스퀘어푸드,제주특별자치도 서귀포시 천제연로 172-3,제주특별자치도 서귀포시 중문동 2117-5,3350258.0,5013011200.0,2023-06,1,30000.0,뽀따 몸냥카츠;해물우동,,15,서울특별시,제주
h000464,2306090002,2,0,0,1,4,6075783918.0,한라통닭(면세),제주특별자치도 서귀포시 중정로73번길 13,제주특별자치도 서귀포시 서귀동 275-37,4850838.0,5013010100.0,2023-06,1,20000.0,,,17,경기도,제주
h000480,2306050003,2,2,2,1,4,4828500908.0,빛의 벙커 아트샵,제주특별자치도 서귀포시 성산읍 서성일로1168번길 89-17,제주특별자치도 서귀포시 성산읍 고성리 2040-1,4850416.0,5013025924.0,2023-06,1,35000.0,장우산(수련2),,17,서울특별시,제주
h000583,2306280002,1,0,0,1,2,6161083620.0,서귀포고기국수,제주특별자치도 서귀포시 소암로12번길 21,제주특별자치도 서귀포시 서귀동 30-1,4850488.0,5013010100.0,2023-06,1,20000.0,고기국수(흑돼지/제주산);곱)고기국수(흑돼지/제주산),,12,경상북도,제주
h000602,2306110006,2,1,1,1,3,4669101828.0,달인농수산,제주특별자치도 서귀포시 중정로73번길 22,제주특별자치도 서귀포시 서귀동 271-38,4850838.0,5013010100.0,2023-06,1,30000.0,,,20,대전광역시,제주
h000693,2306080004,1,0,0,1,1,6162272558.0,넉둥베기고사리육개장,제주특별자치도 제주시 서문로 9-1,제주특별자치도 제주시 용담일동 306-5,3349091.0,5011010800.0,2023-06,1,30000.0,산적구이;고사리육개장;접짝뼈국,,09,경기도,제주
h000773,2306110003,1,0,0,1,3,8290501666.0,와흘밥상,제주특별자치도 제주시 조천읍 남조로 2228,제주특별자치도 제주시 조천읍 와흘리 165-39,3349229.0,5011025922.0,2023-06,1,25000.0,전복성게국;해물뚝배기,,08,경상남도,제주
h000815,2306170003,1,0,0,1,4,6161980344.0,틈새식당,제주특별자치도 서귀포시 천제연로207번길 4,제주특별자치도 서귀포시 중문동 2007-1,4850849.0,5013011200.0,2023-06,1,40000.0,흑돼지돔베정식;옥돔구이;공기밥,,13,경기도,제주
